Video Title,Genre,Comment,Error,Category,Correct Form
বিএনপির হামলার পর যা বললেন পুলিশের ঊর্ধ্বতন কর্মকর্তা | BNP | DMP | Channel 24,Politics,পুলিশের উপর কঠোর নিষেদাক্কা দেওয়া হউক,1,Spelling,পুলিশের উপর কঠোর নিষেধাজ্ঞা দেওয়া হউক
বাংলাদেশ জাতীয় চিড়িয়াখানা মিরপুর। Bangladesh national zoo .,Miscellaneous,আসসালামু আলাইকুম  আপনার সাথে আমার অনেক কিছু মিলে যাছেছ,1,Spelling,আসসালামু আলাইকুম  আপনার সাথে আমার অনেক কিছু মিলে যাচ্ছে
চরম লেভেলের মুভি । অস্থির বিনোদন ! 🤣🤣 Movie Explained in Bangla,Entertainment,আপনি দেখছেন ৫০ বার মতো আর আমি দেখেছি ২০০ বারের চেয়ো বেশি,1,Spelling,আপনি দেখছেন ৫০ বারের  মতো আর আমি দেখেছি ২০০ বারের চেয়ো বেশি
Turkey earthquake: সিরিয়ার ধ্বংসস্তূপ থেকে সুস্থ নবজাতক উদ্ধার,News,খুব সুন্দর পতিবেদন,1,Spelling,খুব সুন্দর প্রতিবেদন
হৃদয় ছুঁয়ে যাওয়া ৭টি সেরা ইমোশনাল বিজ্ঞাপন | Top 7 Most Emotional Bangladesh Ads Compilation | HD,Entertainment,এই গুলো দেখে শরীরের লোম গুলো দারিয়ে গেলো,1,Multiple Errors,এই গুলো দেখে শরীরের লোম গুলো দাঁড়িয়ে গেলো
Turkey earthquake: সিরিয়ার ধ্বংসস্তূপ থেকে সুস্থ নবজাতক উদ্ধার,News,সবাই খুব ভালো শিলিগুড়ি থেকে পশ্চিম বঙ্গ ভারত থেকে,0,,সবাই খুব ভালো শিলিগুড়ি থেকে পশ্চিম বঙ্গ ভারত থেকে
"মীনা, রাজু, মিঠুর মিমিক্রি করে তাক লাগিয়ে দিয়েছেন অথৈ | Oitijya Authoi Roy | Voice Artist | Somoy TV",Entertainment,অথৈকে অনেক অনেক ধন্যবাদ খুবেই মিস্টি,1,Spelling,অথৈকে অনেক অনেক ধন্যবাদ খুবই মিষ্টি
স্মার্ট ঢাকা'র স্বপ্ন কতটুকু পূরণ করতে পেরেছিলেন প্রয়াত মেয়র আনিসুল হক? | Ajker Bangladesh,Politics,মানুষ টাকে যদ দেখি ততো মন থেকেই দোয়া করি,1,Spelling,মানুষ টাকে যত দেখি ততো মন থেকেই দোয়া করি
ইউনিভার্সিটির মেয়েরা চালাচ্ছে ভিক্ষা বাণিজ্য ? | Crime Investigation Show | Bangla News | Mytv News,News,সাহসী সাংবাদিক ভাইয়েরা সাহসিকতার সাথে তাদের কাজ সম্পন্ন করেছে বাকি কাজ গুলো করার দায়িত্ব আমাদের দেশের পুলিশ লীগ ভাইদের,0,,সাহসী সাংবাদিক ভাইয়েরা সাহসিকতার সাথে তাদের কাজ সম্পন্ন করেছে বাকি কাজ গুলো করার দায়িত্ব আমাদের দেশের পুলিশ লীগ ভাইদের
ঘাড়ত্যাড়া বাড়িওয়ালা | Desi Bariwala | Bangla Funny Video | Family Entertainment bd | Desi Cid |,Entertainment,আশা করি অসাধারণ এক বিনেদন নাটক হবে,1,Spelling,আশা করি অসাধারণ এক বিনোদন নাটক হবে
"Monpura | মনপুরা | Chanchal Chowdhury, Fazlur Rahman Babu, Farhana Mili | Bangla Movie",Entertainment,আসসালামু আলাইকুম   অনেক  মা     বাবা  বেশি  বুঝে     তাই  এই   রকম  পরিস্থিতি,0,,আসসালামু আলাইকুম   অনেক  মা     বাবা  বেশি  বুঝে     তাই  এই   রকম  পরিস্থিতি
৫ টা ব্যবসা যেগুলো আপনার আজকেই শুরু করা উচিত -  Business Ideas for Bangladesh,Miscellaneous,আলহামদুলিল্লাহ একদিন ইউটিউবে সাকসেস হব,1,Code Switching,আলহামদুলিল্লাহ একদিন ইউটিউবে সফল হব
টেলিগ্রাম দানবের খোঁজে! | সার্চলাইট | পর্ব-২৩২ | ২৬ মে ২০২৩ | Pom Pom group | Searchlight,News,টেলিগ্রাম ভাই জুয়ার আড্ডা খানা দেখেন বাংলাদেশের বহু তরুণ নষ্ট হচ্ছে আপনাদের কাছে অনুরোধ এটা নিয়ে দেখবেন৷,0,,টেলিগ্রাম ভাই জুয়ার আড্ডা খানা দেখেন বাংলাদেশের বহু তরুণ নষ্ট হচ্ছে আপনাদের কাছে অনুরোধ এটা নিয়ে দেখবেন৷
কেন রাজনীতি ছাড়লেন সোহেল তাজ? | Sohel Taj | Politician | Fitness And Health Activist | Somoy TV,Miscellaneous,আপনার মত একজন যোগ্য নেতা বাংলাদেশের দরকার,0,,আপনার মত একজন যোগ্য নেতা বাংলাদেশের দরকার
বাধ্য হয়েই সুযোগ দেয়া হয়েছে তামিমকে ? | Tamim Iqbal | Riyad | Cricket | Ekattor TV,Sports,আমাদের  একটা বিশ্বাকাপ নয় তবে একটা সাহসী  সাংবাদিক  ভাই আছে ধন্যবাদ  ভাইয়া  আপনাকে  সবসময় সত্য তুলে ধরার জন্য,0,,আমাদের  একটা বিশ্বাকাপ নয় তবে একটা সাহসী  সাংবাদিক  ভাই আছে ধন্যবাদ  ভাইয়া  আপনাকে  সবসময় সত্য তুলে ধরার জন্য
SURONGO | Official Foretaste | Afran Nisho | Tama Mirza | Raihan Rafi | Alpha-i | Chorki,Entertainment,হলে যাব এটা দেকতে,1,Spelling,হলে যাব এটা দেখতে
হঠাৎপাওয়া বউ | Tawsif Mahbub | Keya Payel,Entertainment,অনেক সুন্দর হয়েছে আমার এই দরোনের নাটক ভালো লাগে,1,Spelling,অনেক সুন্দর হয়েছে আমার এই ধরণের  নাটক ভালো লাগে
৫ টা ব্যবসা যেগুলো আপনার আজকেই শুরু করা উচিত -  Business Ideas for Bangladesh,Miscellaneous,ভাইয়া একটা ভালো ট্রেনিং সেন্টারের ঠিকানা দিন,1,Code Switching,ভাইয়া একটা ভালো প্রশিক্ষণ কেন্দ্রের ঠিকানা দিন
"ভাড়া করা হাতি নিয়ে চাঁদাবাজি, আটকালেন রবিনহুড || Jago News",News,এদের কে এ্যারেস্ট করা প্রয়োজন,0,,এদের কে এ্যারেস্ট করা প্রয়োজন
মনে পড়ে? ৮০ দশকের বিটিভির সেই সুর। 80's morning show music of Bangladesh Television (BTV)। Life_2711,Entertainment,সেই সুরগুলো শুনলে এখনো অজরে চোখে পানি চলে আসে এই দিনগুলো আর ফিরে পাবো না,1,Spelling,সেই সুরগুলো শুনলে এখনো অঝরে চোখে পানি চলে আসে এই দিনগুলো আর ফিরে পাবো না
হোয়াইট হাউজে প্রেসিডেন্ট বাইডেনের সামনে মধুর কন্ঠে কুরআন তেলাওয়াত | Quran recitation in White House,Politics,আলহামদুলিল্লাহ সারা বিশ্বে একদিন কালিমার পতাকা উড়বেই ইনশাআল্লাহ,0,,আলহামদুলিল্লাহ সারা বিশ্বে একদিন কালিমার পতাকা উড়বেই ইনশাআল্লাহ
বাধ্য হয়েই সুযোগ দেয়া হয়েছে তামিমকে ? | Tamim Iqbal | Riyad | Cricket | Ekattor TV,Sports,চমৎকার কথা বলছেন রিয়াসাদ ভাইকে আল্লাহ নেক হায়াত দান করুক,0,,চমৎকার কথা বলছেন রিয়াসাদ ভাইকে আল্লাহ নেক হায়াত দান করুক
খেলা হবে' রাজনীতির মাঠে আবারও আলোচনায় কেন? | BBC Bangla,Politics,খালার কথাটা বন্ধ করেন তাতেই ভালো হবে,0,,খালার কথাটা বন্ধ করেন তাতেই ভালো হবে
স্মার্ট ঢাকা'র স্বপ্ন কতটুকু পূরণ করতে পেরেছিলেন প্রয়াত মেয়র আনিসুল হক? | Ajker Bangladesh,Politics,আপনাকে অনেক মিস করছে সবাই স্যার আল্লাহ আপনাকে জান্নাতুল ফেরদৌস নসিব করেন আমিন,0,,আপনাকে অনেক মিস করছে সবাই স্যার আল্লাহ আপনাকে জান্নাতুল ফেরদৌস নসিব করেন আমিন
কেন রাজনীতি ছাড়লেন সোহেল তাজ? | Sohel Taj | Politician | Fitness And Health Activist | Somoy TV,Miscellaneous,ভাই আপনার মতো রাজনীতিবিদ আমাদের দেশের অনেক প্রয়োজন,0,,ভাই আপনার মতো রাজনীতিবিদ আমাদের দেশের অনেক প্রয়োজন
শেখ মুজিব হত্যার পর জেনারেল জিয়া যে মন্তব্য করেছিলেন,Politics,আল্লাহ এই মহান নেতাকে জান্নাত নসিব করুন,0,,আল্লাহ এই মহান নেতাকে জান্নাত নসিব করুন
"খেলার খবর, ১৪ জুলাই ২০২৩ | Khelar Khobor | আজকের খেলার খবর | Sports News Today | 71 Khelajog |",Sports,পাপন কাকার বিদায় হওয়া উচিত তামিমের বিদায় মেনে নেওয়ার মত নয়,1,Spelling,পাপন কাকার বিদায় হওয়া উচিত তামিমের বিদায় মেনে নেওয়ার মতো নয়
সেরা ম্যাচ!!! Bangladesh vs Sri Lanka Best Funny Video | Nidhas Trophy Dubbing | Sports Talkies,Miscellaneous,খেলার চেয়ে আপনার ডাইলগ বেশি ভালো লেগেছে,1,Code Switching,খেলার চেয়ে আপনার সংলাপটা বেশি ভালো লেগেছে
Politics | Telefilm | Apurba | Tanjin Tisha | Sanjoy Somadder | Eid Telefilm 2020,Entertainment,অনেকটা আমার জীবনের সাথে মিলে গেছে,0,,অনেকটা আমার জীবনের সাথে মিলে গেছে
চীন এবং রাশিয়া সোনা মজুদ করছে কেন ?,Politics,ভালোবাসা দিবসের ইতিহাস নিয়ে একটি ভিডিও বানান,0,,ভালোবাসা দিবসের ইতিহাস নিয়ে একটি ভিডিও বানান
শাকসবজি কেনা | Gopal Bhar | Superhit Bonanza,Entertainment,খাওয়ার সময় গোপাল ভাড় না দেখলে যেন খাওয়ায় হয় না,0,,খাওয়ার সময় গোপাল ভাড় না দেখলে যেন খাওয়ায় হয় না
বিস্ময় বালক সাইফের যাদুকরী কন্ঠে ' তাইতো আইলাম সাগরে'।  Tasrif khan ft Saif |,Entertainment,অসাধারণ হয়ছে গান টা,0,,অসাধারণ হয়ছে গান টা
"Monpura | মনপুরা | Chanchal Chowdhury, Fazlur Rahman Babu, Farhana Mili | Bangla Movie",Entertainment,শেষে নায়ক নায়িকার মিলন হলে বেশি ভালো হতো,0,,শেষে নায়ক নায়িকার মিলন হলে বেশি ভালো হতো
ভাইভা দিতে গিয়ে উল্টো ভাইভা নিলেন মোশাররফ,Entertainment,এমন ইন্টার ভিউ বোর্ড আমার জীবনেও বহুবার দিয়েছি তাই চাকুরী হয়নি বেকুব সব বস ছিলো,0,,এমন ইন্টার ভিউ বোর্ড আমার জীবনেও বহুবার দিয়েছি তাই চাকুরী হয়নি বেকুব সব বস ছিলো
যে প্রেম কাহিনী কোন বাধা মানেনি | BBC Bangla,Miscellaneous,ভাইয়ের জন্যে দোয়া রইল,0,,ভাইয়ের জন্যে দোয়া রইল
কেন রাজনীতি ছাড়লেন সোহেল তাজ? | Sohel Taj | Politician | Fitness And Health Activist | Somoy TV,Miscellaneous,আল্লাহ তার হায়াত দারাজ করুক,0,,আল্লাহ তার হায়াত দারাজ করুক
"ভারতে হিজাব বিতর্ক:কর্নাটকে মুসলিম ছাত্রীদের বিক্ষোভ, হাইস্কুল-কলেজ বন্ধ|India hijab row viral video",News,মুখের ভাষা কি বন্ধ হয়ে গেছে,0,,মুখের ভাষা কি বন্ধ হয়ে গেছে
মোবাইলের নেশা 📵 | Mobile Addiction By Tarun Inspiration | Motivational video bangla 2023 | #video,Miscellaneous,ভাই আপনার কথা  গুলা অনেক কঠিন  সবার মন ছুয়ে গেছে,1,Spelling,ভাই আপনার কথা গুলা অনেক কঠিন সবার মন ছুঁয়ে গেছে
বিদ্যুৎ কেন নাই ব্যাখ্যা দিলেন প্রধানমন্ত্রী | Load Shedding Bangladesh | Sheikh Hasina | Somoy TV,News,তোমার হোগায় কারেন্টের প্লাস তার লাগিয়ে দাও তাহলে সবাই কারেন্ট পাবে,0,,তোমার হোগায় কারেন্টের প্লাস তার লাগিয়ে দাও তাহলে সবাই কারেন্ট পাবে
মাহমুদুল্লাহর সেরা ১০টি ইনিংস || 10 Greatest Innings of Mahmudullah Riyad || Bissoy Bangla,Sports,ভাই আপনার ভিডিও অনেক ভালো হয়,0,,ভাই আপনার ভিডিও অনেক ভালো হয়
কারাগারে প্রেম? | Onusondhan O Somadhan | Crime Investigation News | ATN News,News,আমার প্রশ্ন দেশে মাদক কিভাবে ঢুকে চেকপোষ্টে কি কোন চেক হয় না হলে মাদক কিভাবে দেশে আসে,0,,আমার প্রশ্ন দেশে মাদক কিভাবে ঢুকে চেকপোষ্টে কি কোন চেক হয় না হলে মাদক কিভাবে দেশে আসে
Xiaomi 13 Lite - এমন ফোনই আমরা চাই !,Miscellaneous,আশিক ভাই কেমন আছেন আপনি,0,,আশিক ভাই কেমন আছেন আপনি
আমকে ঘিরেই আবর্তিত রাজশাহীর চাষীদের জীবন-স্বপ্ন || Mango Tour Rajshahi Part 02,Entertainment,সুমন ভাই আপনি কেমন আছেন,0,,সুমন ভাই আপনি কেমন আছেন
কারাগারে প্রেম? | Onusondhan O Somadhan | Crime Investigation News | ATN News,News,খাবার দিলেও টাকা দিতে হয় ও জেলের ভিতরে দোকানে খাবারের দাম বাহিরের থেকে পাঁচ গুন বেশি সেটা নিয়ে একটা প্রতিবেদন করুন,0,,খাবার দিলেও টাকা দিতে হয় ও জেলের ভিতরে দোকানে খাবারের দাম বাহিরের থেকে পাঁচ গুন বেশি সেটা নিয়ে একটা প্রতিবেদন করুন
"ট্রাকে ট্রাকে ঢুকছে পেঁয়াজ, ধরা অসাধু সিন্ডিকেট | Onion imports | Rtv News",News,যদি সিন্ডিকেট দমন করা যায় বাংলাদেশের দাম বৃদ্ধি পাবে না সরকারের কাছে ক্ষমতা আছে তবে তারা প্রয়োগ করছে না এটাই সমস্যা,0,,যদি সিন্ডিকেট দমন করা যায় বাংলাদেশের দাম বৃদ্ধি পাবে না সরকারের কাছে ক্ষমতা আছে তবে তারা প্রয়োগ করছে না এটাই সমস্যা
তাহেরি vs ডিপজল | Taheri Dhele Dei Special Bangla Funny Dubbing| Taheri Roasted by The Ajaira LTD,Entertainment,খুব সুনদর লাগে তার অভিনয়,1,Spelling,খুব সুন্দর লাগে তার অভিনয়
HONOR X9A  Review In Bangla ||জাতীয় ক্রাশ!,Miscellaneous,ভাই আপনার একটি ভিডিয় এডিট করতে কতটুকু সময় লাগে ৷,1,Spelling,ভাই আপনার একটি ভিডিও এডিট করতে কতটুকু সময় লাগে ৷
Highlights | চ্যাম্পিয়ন বাংলাদেশ! | Bangladesh Vs India | Saff U-19 Women's Championship | T Sports,Sports,নারীদের খেলা ভালো,0,,নারীদের খেলা ভালো
তুরস্কের চেয়ে ভয়াবহ ভূমিকম্পের ঝুঁকিতে বাংলাদেশ | BBC Bangla,News,হিজাব পরার অধিকার চাই,0,,হিজাব পরার অধিকার চাই
বিশ্বের সবচেয়ে জঘন্য বিজ্ঞানী। Science Experiments That are another level,Miscellaneous,সেসের টা খুব ভয়ংকর ছিল,1,Spelling,শেষের টা খুব ভয়ংকর ছিল
"ভারতে হিজাব বিতর্ক:কর্নাটকে মুসলিম ছাত্রীদের বিক্ষোভ, হাইস্কুল-কলেজ বন্ধ|India hijab row viral video",News,যত বিপত মুসলিম দেশগুলোতে,1,Spelling,যত বিপদ মুসলিম দেশগুলোতে
করোনা ভাইরাস ভ্যাকসিন: টিকা নিতে আগ্রহী হলে যেসব বিষয় আপনার জানা থাকা জরুরি,News,এই ধরনের শিক্ষামূলক প্রতিষ্ঠানকে অসংখ্য থ্যাংক ইউ,1,Code Switching,এই ধরনের শিক্ষামূলক প্রতিষ্ঠানকে অসংখ্য ধন্যবাদ
স্মার্ট ঢাকা'র স্বপ্ন কতটুকু পূরণ করতে পেরেছিলেন প্রয়াত মেয়র আনিসুল হক? | Ajker Bangladesh,Politics,মেয়র আনিসুল হক ছিলেন ঢাকার একমাত্র যোগ্য মেয়র,0,,মেয়র আনিসুল হক ছিলেন ঢাকার একমাত্র যোগ্য মেয়র
সিরাহ ৭ – অ্যাবিসিনিয়া | Bangla Seerah,Miscellaneous,সবাইকে পবিত্র মাহে রমাদানের শুভেচ্ছা মোবারক আল্লাহ আমাদের এই বছর  রোজা গুলো অন্য বছরের তুলনায় শ্রেষ্ঠ হোক আল্লাহ কবুল করুক আমিন,1,Grammatical,সবাইকে পবিত্র মাহে রমাদানের শুভেচ্ছা মোবারক আল্লাহ আমাদের এই বছর এর রোজা গুলো অন্য বছরের তুলনায় শ্রেষ্ঠ হোক আল্লাহ কবুল করুক আমিন
আন্দালিব রহমান পার্থ: শেখ হাসিনার আত্মীয় হয়েও আওয়ামী লীগের কঠোর সমালোচনা কতটা চাপের?,Politics,জিয়ার জন্য দোয়া রইলো,0,,জিয়ার জন্য দোয়া রইলো
যে প্রেম কাহিনী কোন বাধা মানেনি | BBC Bangla,Miscellaneous,শান্তির ধর্মের লোকজনের অবস্তা,1,Spelling,শান্তির ধর্মের লোকজনের অবস্থা
Khulna Travel Vlog | খুলনা ভ্রমন গল্প,Entertainment,খুলনা আপনি রিকসা কই পাইছেন,1,Multiple Errors,খুলনায় আপনি রিক্সা কই পেয়েছেন
ও সাথী আমার তুমি কেন চলে যাও | Bapparaj | Shabnur | Amar Ontore Tumi | Movie Scene,Entertainment,বাপ্পারাজ এর গান সিনেমা অভিনয় অসাধারণ,0,,বাপ্পারাজ এর গান সিনেমা অভিনয় অসাধারণ
পুলিশের গাড়ির ওপর চড়াও বিএনপির কর্মীরা  | BNP | Channel 24,Politics,পুলিস আদের সন্তান আমাদের ভাই ভুল বুঝ বেননা,1,Spelling,পুলিশ আমাদের সন্তান আমাদের ভাই ভুল বুঝবেননা
"ভারতে হিজাব বিতর্ক:কর্নাটকে মুসলিম ছাত্রীদের বিক্ষোভ, হাইস্কুল-কলেজ বন্ধ|India hijab row viral video",News,ভাই আপনাকে ধন্যবাদ দিয়ে ছোট করতে চাইনা সত্যি আমি মন থেকে আপনার জন্য আললাহর কাছে দোআ করি এইটা দেখে আমাকে অনেক কষ্ট লেগেছে,1,Grammatical,ভাই আপনাকে ধন্যবাদ দিয়ে ছোট করতে চাইনা সত্যি আমি মন থেকে আপনার জন্য আললাহর কাছে দোআ করি এইটা দেখে আমার অনেক কষ্ট লেগেছে
Tejpata | তেজপাতা | Eid Natok 2021 | Apurba | Sabila Nur | New Bangla Natok 2021,Entertainment,সাবিলা নূরকে যে কেন এতো ভাল লাগে,0,,সাবিলা নূরকে যে কেন এতো ভাল লাগে
Tejpata | তেজপাতা | Eid Natok 2021 | Apurba | Sabila Nur | New Bangla Natok 2021,Entertainment,অসাধারণ একটি নাটক অনেক ভালো লাগলো,0,,অসাধারণ একটি নাটক অনেক ভালো লাগলো
মাছের আনন্দে আনন্দিত সুন্দরবনের জেলেরা | Fish Catching BD | Adventure BD,Miscellaneous,ভাইয়া আমি আপনারদের  ওখানে  যেতে চাই,0,,ভাইয়া আমি আপনারদের  ওখানে  যেতে চাই
Bidhilipi - Bengali Full Movie | Ranjit Mallick | Moushumi Chatterjee,Entertainment,২০২৩ সালেও  মতো সাবলীল ছবি দেখি নাই,1,Grammatical,২০২৩ সালেও এর মতো সাবলীল ছবি দেখি নাই
"Monpura | মনপুরা | Chanchal Chowdhury, Fazlur Rahman Babu, Farhana Mili | Bangla Movie",Entertainment,বাংলাদেশের সেরা মুভি,1,Code Switching,বাংলাদেশের সেরা চলচিত্র
বিদ্যুৎ কেন নাই ব্যাখ্যা দিলেন প্রধানমন্ত্রী | Load Shedding Bangladesh | Sheikh Hasina | Somoy TV,News,বাজারের দাম কমিয়ে আনেন  আন্টি একটু  দয়া করে,0,,বাজারের দাম কমিয়ে আনেন  আন্টি একটু  দয়া করে
Turkey earthquake: সিরিয়ার ধ্বংসস্তূপ থেকে সুস্থ নবজাতক উদ্ধার,News,চঞ্চলের যা অভিনয় তাতে তাকে দিয়ে বড় বাজেটের সিনেমা করালে সে অভিনয়ের এবং খ্যাতির দিকে সাকিব খানের থেকে হাজার গুন বেশি ব্যবসা দিতে পারত এবং বাংলাদেশ সিনেমাকে এগিয়ে নিতে পারত ৷৷ ৷৷,0,,চঞ্চলের যা অভিনয় তাতে তাকে দিয়ে বড় বাজেটের সিনেমা করালে সে অভিনয়ের এবং খ্যাতির দিকে সাকিব খানের থেকে হাজার গুন বেশি ব্যবসা দিতে পারত এবং বাংলাদেশ সিনেমাকে এগিয়ে নিতে পারত ৷৷ ৷৷
Sitakunda | সীতাকুন্ড | Travel Sitakunda of Chattagong in Bangladesh | Chandranath Temple | Mr Luxsu,Entertainment,ভাই আমি চন্দ্রনাথ জয় করেছি,0,,ভাই আমি চন্দ্রনাথ জয় করেছি
বিদ্যুৎ কেন নাই ব্যাখ্যা দিলেন প্রধানমন্ত্রী | Load Shedding Bangladesh | Sheikh Hasina | Somoy TV,News,ইউক্রেন রাশিয়া যুদ্ধ না হলে এত অজুহাত দেওয়া যেতো না,0,,ইউক্রেন রাশিয়া যুদ্ধ না হলে এত অজুহাত দেওয়া যেতো না
বাহুবলী সিনেমার শ্যুটিং হয়েছিলো কেরালার যে জলপ্রপাতে || Bahubali Waterfalls | Athirapilly Waterfalls,Entertainment,এত কাছ থেকে কখনোই দেখিনি অসাধারণ সুন্দর,0,,এত কাছ থেকে কখনোই দেখিনি অসাধারণ সুন্দর
সেক্স এডুকেশন বা যৌন শিক্ষা: বাংলাদেশে শ্রেণীকক্ষে যা পড়ানো হচ্ছে । BBC News Bangla,News,আল্লাহ মেজর জিয়াকে জান্নাত বাসী করুন আমিন,1,Spelling,আল্লাহ মেজর জিয়াকে জান্নাতবাসী করুন আমিন
Ayub Bachchu |  Ek Akash Tara | আইয়ুব বাচ্চু | এক আকাশ তারা | Official Music Video,Entertainment,এই গানটি আমার পুরো শৈশব জুরে আছে,1,Spelling,এই গানটি আমার পুরো শৈশব জুড়ে  আছে
"যতই লটরপটর ঘটরঘটর করো না কেন, তুমি গিয়ে বিয়ে করবা তোমার ঐ পেয়ার কেই 😜 Lovely Wife Natok Clip Nisho",Entertainment,নিসু ভাই বস নাটকের বস,0,,নিসু ভাই বস নাটকের বস
বারী সিদ্দিকীর সেরা সুপার হিট দশটি গান | Best Of Bari Siddiqui | Bangla Songs | Bangla Super Song BD,Entertainment,অনেক কষ্ট লাগে গান গুলো শুনতে,0,,অনেক কষ্ট লাগে গান গুলো শুনতে
হাওয়া || Hawa 2022 || Full Movie || Mejbaur Rahman Sumon || Chanchal Chowdhury || Nazifa Tushi ||,Entertainment,এটা কোনো ছবি হইল,0,,এটা কোনো ছবি হইল
বাংলাদেশে প্রথমবারের মত মাথা জোড়া লাগা জমজ শিশুদের পৃথক করতে অস্ত্রোপচার। BBC Bangla,News,হে আল্লাহ একদিকে মরণ ফাঁদ আরেক দিকে প্রসব বেদনা মরণ সব মরণ একসাথে হওয়ার দরকার ছিল আল্লাহ তুমি না করলেও পারতা বাচ্চাটাকে সুস্থ রাখো মেয়েটাকে জান্নাতবাসী করো,1,Spelling,"হে আল্লাহ! একদিকে মরণ ফাঁদ ,আরেক দিকে প্রসব বেদনা | মরণ সব মরণ একসাথে হওয়ার দরকার ছিল? আল্লাহ তুমি না করলেও পারতা | বাচ্চাটাকে সুস্থ রাখো | মেয়েটাকে জান্নাতবাসী করো"
হোয়াইট হাউজে প্রেসিডেন্ট বাইডেনের সামনে মধুর কন্ঠে কুরআন তেলাওয়াত | Quran recitation in White House,Politics,মাশাআল্লাহ মারহাবা বেষ্ট অব হলি কোরআন,1,Code Switching,মাশাআল্লাহ মারহাবা পবিত্র কুরআনের সেরা
আলু দিয়ে মুরগির ঝোল বানানোর সেরা পদ্ধতি| New style chicken curry recipe in bengali |Atanur Rannaghar,Miscellaneous,আপনার রেসিপি এবং আপনার বলার ভঙ্গি এতো ভালো তে মুগ্ধ হয়ে যাই,0,,আপনার রেসিপি এবং আপনার বলার ভঙ্গি এতো ভালো তে মুগ্ধ হয়ে যাই
কে ছিলেন জিয়াউর রহমান | Who was Ziaur Rahman | Biography | Information |,Politics,অসাধারণ নেতা ছিলেন জিয়াউর রহমান,0,,অসাধারণ নেতা ছিলেন জিয়াউর রহমান
Putuler Songshar | পুতুলের সংসার | Tanjin Tisha | Sohel Mondal | Rinku | Bangla New Natok 2023,Entertainment,বাস্তব ধর্মী শিক্ষনীয় একটি নাটক,0,,বাস্তব ধর্মী শিক্ষনীয় একটি নাটক
বিশ্বকাপ এ সেরা ১০ গোল | Top 10 Qatar World Cup 2022 Goals,Entertainment,আমার প্রিয় খেলোয়াড় লুকা মদ্রিচ,0,,আমার প্রিয় খেলোয়াড় লুকা মদ্রিচ
নির্বাচনের আগে হিরো আলম আমার সাথে দেখা করেছিল | ব্যারিস্টার আন্দালিব রহমান পার্থ,Politics,জিললুর ভাইকে অনেক বছর পরে দেখচি কখনো সরাসরি দেখেনি টকশোতে দেখেচি ভালই লাগে আর যারা ইউটিউবে ছাডচে দেখা হয়লি জিললু ভাইকে আমার একটা সালাম দিও আসসালামু আলাইকুম আমার বাডি চট্টগ্রাম হাটহাজারি থানা আমি দোহাকাতার থেকে,1,Spelling,জিললুর ভাইকে অনেক বছর পরে দেখছি কখনো সরাসরি দেখেনি টক শোতে দেখেছি ভালই লাগে আর যারা ইউটিউবে ছাড়ছে দেখা হয়নি জিললু ভাইকে আমার একটা সালাম দিও আসসালামু আলাইকুম আমার বাড়ি চট্টগ্রাম হাটহাজারি থানা আমি দোহা কাতার থেকে
পহেলা বৈশাখে 'মঙ্গল শোভাযাত্রা' বন্ধে আইনি নোটিশ | Pohela Boishakh | Rtv News,News,আইন জিবি ভাইকে ধন্যবাদ জানাই,1,Spelling,আইনজীবী ভাইকে ধন্যবাদ জানাই
"রাশিয়া-ইউক্রেন উত্তেজনার নেপথ্যে কারণ, সত্যি যুদ্ধের পরিস্থিতি তৈরি হয়েছে? || Russia-Ukraine Tension",News,আল্লাহ সবাইহেদায়েত দারাজ করুন,1,Grammatical,আল্লাহ সবাইকে হেদায়েত দারাজ করুন
"রিয়াদ প্রশ্নে উত্তর হাতড়ালেন পাপন, মাশরাফিকে নিয়ে রাখঢাক ! | Sports | Khelajog | Ekattor TV",Sports,পাপন কাকুর গলা সুকিয়ে গেছে পানি দেন,1,Spelling,পাপন কাকুর গলা শুকিয়ে গেছে পানি দেন
Khulna Travel Vlog | খুলনা ভ্রমন গল্প,Miscellaneous,শুনিতেছি বাংলাদেশ খুলনা ফুলবাড়িগেট যোগিপোল থেকে,1,Spelling,শুনছি বাংলাদেশ খুলনা ফুলবাড়িগেট যোগিপোল থেকে
Khulna Travel Vlog | খুলনা ভ্রমন গল্প,Miscellaneous,ওয়াও অসাধারণ ভাইয়া আমাদের খুলনা,1,Code Switching,দারুণ অসাধারণ ভাইয়া আমাদের খুলনা
হাবলংগের বাজারে | Hablonger Bazare | Humayun Ahmed | Shaon | Zahid Hasan | Mahfuz | Faruk | Ejajul,Entertainment,এই ভাবে পান খাওয়া দেখতে আমার খুব ভালো লাগে,0,,এই ভাবে পান খাওয়া দেখতে আমার খুব ভালো লাগে
পুলিশের সাথে আমার গাড়ি Accident বাংলাদেশে  | বাকি টা ইতিহাস | BD incident,Miscellaneous,ধন্যবাদ ভাই উচিত জবাব দিছেন এই রকম সাধারণ মানুষ যদি আন্যার দেখে লড়াই করে তাহলে আমাদের দেশে শান্তি ও সঠিক বিচার হবে ধন্যবাদ,1,Spelling,ধন্যবাদ ভাই উচিত জবাব দিছেন এই রকম সাধারণ মানুষ যদি আন্যার দেখে লড়াই করে তাহলে আমাদের দেশে শান্তি ও সঠিক বিচার হবে ধন্যবাদ
